branch,opening_rank,closing_rank,category,main_category,quota,gender,year,source_file
MECH,128588,163603,OBC/X/F,OBC,X,F,2023,2023_round2.pdf
MECH,71904,100272,OBC/X/OP,OBC,X,OP,2023,2023_round2.pdf
MECH,519985,519985,ST/X/F,ST,X,F,2023,2023_round2.pdf
MECH,488504,700394,ST/X/OP,ST,X,OP,2023,2023_round2.pdf
MECH,111989,130549,UR/X/F,UR,X,F,2023,2023_round2.pdf
EI,521252,521252,ST/X/F,ST,X,F,2024,2024_round2.pdf
MECH,227331,603009,ST/X/F,ST,X,F,2024,2024_round2.pdf
Electronics and Telecommunications,616415,616415,ST/X/F,ST,X,F,2024,2024_round2.pdf
IP,954644,954644,ST/X/F,ST,X,F,2024,2024_round2.pdf
CSE,10953,10953,ST/X/OP,ST,X,OP,2024,2024_round2.pdf
CE,246829,406743,ST/X/OP,ST,X,OP,2024,2024_round2.pdf
IT,419154,419154,ST/X/OP,ST,X,OP,2024,2024_round2.pdf
Electronics and Telecommunications,441144,441144,ST/X/OP,ST,X,OP,2024,2024_round2.pdf
EE,528427,635386,ST/X/OP,ST,X,OP,2024,2024_round2.pdf
MECH,523813,882182,ST/X/OP,ST,X,OP,2024,2024_round2.pdf
EI,619324,1153192,ST/X/OP,ST,X,OP,2024,2024_round2.pdf
BM,1353397,1353397,ST/X/OP,ST,X,OP,2024,2024_round2.pdf
Electronics and Telecommunications,96874,96874,UR/FF/OP,UR,FF,OP,2024,2024_round2.pdf
MECH,922199,922199,UR/NCC/OP,UR,NCC,OP,2024,2024_round2.pdf
CE,1023661,1023661,UR/S/F,UR,S,F,2024,2024_round2.pdf
IT,71838,71838,UR/S/OP,UR,S,OP,2024,2024_round2.pdf
IP,389178,389178,UR/S/OP,UR,S,OP,2024,2024_round2.pdf
CSE,40534,54537,UR/X/F,UR,X,F,2024,2024_round2.pdf
IT,54625,61927,UR/X/F,UR,X,F,2024,2024_round2.pdf
Electronics and Telecommunications,64065,70835,UR/X/F,UR,X,F,2024,2024_round2.pdf
EI,73650,73650,UR/X/F,UR,X,F,2024,2024_round2.pdf
EE,85503,88802,UR/X/F,UR,X,F,2024,2024_round2.pdf
MECH,93845,100958,UR/X/F,UR,X,F,2024,2024_round2.pdf
IP,103215,126463,UR/X/F,UR,X,F,2024,2024_round2.pdf
CE,112924,151093,UR/X/F,UR,X,F,2024,2024_round2.pdf
BM,156948,184092,UR/X/F,UR,X,F,2024,2024_round2.pdf
BEIL,268308,300675,UR/X/F,UR,X,F,2024,2024_round2.pdf
IT,3907,3907,UR/X/OP,UR,X,OP,2024,2024_round2.pdf
CSE,9378,9378,UR/X/OP,UR,X,OP,2024,2024_round2.pdf
IT,11528,42938,UR/X/OP,UR,X,OP,2024,2024_round2.pdf
Electronics and Telecommunications,24855,50665,UR/X/OP,UR,X,OP,2024,2024_round2.pdf
Electronics and Telecommunications,48148,56282,UR/X/OP,UR,X,OP,2024,2024_round2.pdf
EI,57740,69256,UR/X/OP,UR,X,OP,2024,2024_round2.pdf
EI,68713,70020,UR/X/OP,UR,X,OP,2024,2024_round2.pdf
EE,59510,79101,UR/X/OP,UR,X,OP,2024,2024_round2.pdf
EE,24244,80104,UR/X/OP,UR,X,OP,2024,2024_round2.pdf
MECH,82713,89313,UR/X/OP,UR,X,OP,2024,2024_round2.pdf
MECH,78489,96818,UR/X/OP,UR,X,OP,2024,2024_round2.pdf
CE,53868,104781,UR/X/OP,UR,X,OP,2024,2024_round2.pdf
CE,92007,108401,UR/X/OP,UR,X,OP,2024,2024_round2.pdf
IP,94053,143191,UR/X/OP,UR,X,OP,2024,2024_round2.pdf
IP,131452,143800,UR/X/OP,UR,X,OP,2024,2024_round2.pdf
BM,117716,163802,UR/X/OP,UR,X,OP,2024,2024_round2.pdf
BM,108631,199966,UR/X/OP,UR,X,OP,2024,2024_round2.pdf
